Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","318"
"15-19","MULLER","508"
"20-24","HOME","2.179"
"20-24","MULLER","5.825"
"25-29","HOME","4.166"
"25-29","MULLER","10.648"
"30-34","HOME","6.469"
"30-34","MULLER","14.417"
"35-39","HOME","55.679"
"35-39","MULLER","60.487"
"40-44","HOME","91.043"
"40-44","MULLER","95.867"
"45-49","HOME","95.623"
"45-49","MULLER","101.504"
"50-54","HOME","92.586"
"50-54","MULLER","99.441"
"55-59","HOME","88.033"
"55-59","MULLER","96.142"
"60-64","HOME","81.205"
"60-64","MULLER","88.459"
"65-69","HOME","76.156"
"65-69","MULLER","83.879"
"70-74","HOME","70.516"
"70-74","MULLER","82.175"
"75-79","HOME","59.517"
"75-79","MULLER","74.670"
"80-84","HOME","38.925"
"80-84","MULLER","57.114"
"85->","HOME","44.268"
"85->","MULLER","86.927"
