Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","5"
"05-09","HOME","48.228"
"05-09","MULLER","45.236"
"10-14","HOME","61.513"
"10-14","MULLER","57.883"
"15-19","HOME","52.406"
"15-19","MULLER","50.110"
"20-24","HOME","52.617"
"20-24","MULLER","51.272"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.706"
"25-29","MULLER","52.827"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.719"
"30-34","MULLER","61.345"
"35-39","HOME","74.440"
"35-39","MULLER","77.319"
"40-44","HOME","99.849"
"40-44","MULLER","102.268"
"45-49","HOME","106.622"
"45-49","MULLER","109.709"
"50-54","HOME","99.356"
"50-54","MULLER","104.032"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.130"
"55-59","MULLER","99.612"
"60-64","HOME","88.880"
"60-64","MULLER","95.936"
"65-69","HOME","79.393"
"65-69","MULLER","87.573"
"70-74","HOME","71.905"
"70-74","MULLER","82.771"
"75-79","HOME","62.084"
"75-79","MULLER","77.574"
"80-84","HOME","40.298"
"80-84","MULLER","57.813"
"85->","HOME","48.962"
"85->","MULLER","94.903"
