Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","1"
"00-04","MULLER","0"
"05-09","HOME","181"
"05-09","MULLER","157"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","43.203"
"10-14","MULLER","40.974"
"15-19","HOME","54.862"
"15-19","MULLER","52.724"
"20-24","HOME","50.977"
"20-24","MULLER","49.595"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.786"
"25-29","MULLER","52.134"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.441"
"30-34","MULLER","61.098"
"35-39","HOME","75.189"
"35-39","MULLER","78.203"
"40-44","HOME","100.367"
"40-44","MULLER","103.390"
"45-49","HOME","99.913"
"45-49","MULLER","103.377"
"50-54","HOME","101.929"
"50-54","MULLER","106.937"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","85.981"
"55-59","MULLER","92.613"
"60-64","HOME","88.043"
"60-64","MULLER","95.153"
"65-69","HOME","78.790"
"65-69","MULLER","86.994"
"70-74","HOME","71.475"
"70-74","MULLER","82.274"
"75-79","HOME","61.685"
"75-79","MULLER","77.049"
"80-84","HOME","40.108"
"80-84","MULLER","57.612"
"85->","HOME","48.704"
"85->","MULLER","94.381"
