Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","35.092"
"10-14","MULLER","33.376"
"15-19","HOME","54.204"
"15-19","MULLER","52.311"
"20-24","HOME","49.954"
"20-24","MULLER","49.188"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.702"
"25-29","MULLER","51.597"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.303"
"30-34","MULLER","60.342"
"35-39","HOME","74.480"
"35-39","MULLER","77.844"
"40-44","HOME","99.505"
"40-44","MULLER","102.983"
"45-49","HOME","103.863"
"45-49","MULLER","107.701"
"50-54","HOME","97.770"
"50-54","MULLER","103.063"
"55-59","HOME","89.872"
"55-59","MULLER","96.583"
"60-64","HOME","87.119"
"60-64","MULLER","94.327"
"65-69","HOME","78.335"
"65-69","MULLER","86.413"
"70-74","HOME","71.042"
"70-74","MULLER","82.710"
"75-79","HOME","59.920"
"75-79","MULLER","75.083"
"80-84","HOME","39.125"
"80-84","MULLER","57.251"
"85->","HOME","44.662"
"85->","MULLER","87.795"
