Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","6"
"05-09","HOME","49.856"
"05-09","MULLER","46.815"
"10-14","HOME","61.634"
"10-14","MULLER","57.983"
"15-19","HOME","52.140"
"15-19","MULLER","49.731"
"20-24","HOME","52.833"
"20-24","MULLER","51.567"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.848"
"25-29","MULLER","52.965"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.767"
"30-34","MULLER","61.406"
"35-39","HOME","74.444"
"35-39","MULLER","77.335"
"40-44","HOME","99.965"
"40-44","MULLER","102.393"
"45-49","HOME","106.845"
"45-49","MULLER","109.888"
"50-54","HOME","99.421"
"50-54","MULLER","104.127"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.131"
"55-59","MULLER","99.619"
"60-64","HOME","88.910"
"60-64","MULLER","95.943"
"65-69","HOME","76.289"
"65-69","MULLER","84.421"
"70-74","HOME","74.534"
"70-74","MULLER","84.927"
"75-79","HOME","57.339"
"75-79","MULLER","71.724"
"80-84","HOME","41.684"
"80-84","MULLER","58.624"
"85->","HOME","53.130"
"85->","MULLER","101.376"
