Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","10"
"05-09","HOME","50.874"
"05-09","MULLER","47.788"
"10-14","HOME","61.573"
"10-14","MULLER","57.912"
"15-19","HOME","52.164"
"15-19","MULLER","49.673"
"20-24","HOME","52.799"
"20-24","MULLER","51.242"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.821"
"25-29","MULLER","52.828"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.773"
"30-34","MULLER","61.240"
"35-39","HOME","74.324"
"35-39","MULLER","77.116"
"40-44","HOME","99.694"
"40-44","MULLER","101.939"
"45-49","HOME","106.706"
"45-49","MULLER","109.712"
"50-54","HOME","99.166"
"50-54","MULLER","103.908"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.372"
"55-59","MULLER","90.547"
"60-64","HOME","88.870"
"60-64","MULLER","95.513"
"65-69","HOME","79.915"
"65-69","MULLER","87.977"
"70-74","HOME","73.911"
"70-74","MULLER","83.864"
"75-79","HOME","64.050"
"75-79","MULLER","78.884"
"80-84","HOME","42.677"
"80-84","MULLER","59.283"
"85->","HOME","54.828"
"85->","MULLER","104.279"
