Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","4"
"05-09","HOME","47.036"
"05-09","MULLER","44.087"
"10-14","HOME","61.270"
"10-14","MULLER","57.671"
"15-19","HOME","52.779"
"15-19","MULLER","50.635"
"20-24","HOME","52.498"
"20-24","MULLER","51.026"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.650"
"25-29","MULLER","52.674"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.670"
"30-34","MULLER","61.322"
"35-39","HOME","74.329"
"35-39","MULLER","77.178"
"40-44","HOME","99.658"
"40-44","MULLER","102.125"
"45-49","HOME","106.257"
"45-49","MULLER","109.367"
"50-54","HOME","99.302"
"50-54","MULLER","103.953"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.044"
"55-59","MULLER","99.566"
"60-64","HOME","88.873"
"60-64","MULLER","95.864"
"65-69","HOME","79.336"
"65-69","MULLER","87.538"
"70-74","HOME","71.869"
"70-74","MULLER","82.733"
"75-79","HOME","62.059"
"75-79","MULLER","77.551"
"80-84","HOME","40.285"
"80-84","MULLER","57.799"
"85->","HOME","48.948"
"85->","MULLER","94.872"
