Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","6"
"05-09","HOME","49.666"
"05-09","MULLER","46.646"
"10-14","HOME","61.629"
"10-14","MULLER","57.975"
"15-19","HOME","52.149"
"15-19","MULLER","49.744"
"20-24","HOME","52.835"
"20-24","MULLER","51.558"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.838"
"25-29","MULLER","52.958"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.768"
"30-34","MULLER","61.398"
"35-39","HOME","74.434"
"35-39","MULLER","77.340"
"40-44","HOME","99.964"
"40-44","MULLER","102.373"
"45-49","HOME","106.828"
"45-49","MULLER","109.888"
"50-54","HOME","99.426"
"50-54","MULLER","104.146"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.172"
"55-59","MULLER","99.650"
"60-64","HOME","88.919"
"60-64","MULLER","95.963"
"65-69","HOME","79.403"
"65-69","MULLER","87.593"
"70-74","HOME","71.916"
"70-74","MULLER","82.749"
"75-79","HOME","62.096"
"75-79","MULLER","77.511"
"80-84","HOME","40.254"
"80-84","MULLER","57.649"
"85->","HOME","49.132"
"85->","MULLER","95.310"
