Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","18.295"
"05-09","MULLER","17.067"
"10-14","HOME","58.342"
"10-14","MULLER","55.054"
"15-19","HOME","55.086"
"15-19","MULLER","52.837"
"20-24","HOME","51.387"
"20-24","MULLER","49.788"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.182"
"25-29","MULLER","52.317"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.818"
"30-34","MULLER","61.345"
"35-39","HOME","75.162"
"35-39","MULLER","77.988"
"40-44","HOME","100.459"
"40-44","MULLER","103.241"
"45-49","HOME","98.852"
"45-49","MULLER","102.423"
"50-54","HOME","98.767"
"50-54","MULLER","103.469"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.256"
"55-59","MULLER","98.857"
"60-64","HOME","88.454"
"60-64","MULLER","95.518"
"65-69","HOME","78.969"
"65-69","MULLER","87.119"
"70-74","HOME","71.679"
"70-74","MULLER","82.481"
"75-79","HOME","61.882"
"75-79","MULLER","77.326"
"80-84","HOME","40.175"
"80-84","MULLER","57.667"
"85->","HOME","48.789"
"85->","MULLER","94.587"
