Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.682"
"05-09","MULLER","47.585"
"10-14","HOME","61.619"
"10-14","MULLER","57.959"
"15-19","HOME","52.149"
"15-19","MULLER","49.659"
"20-24","HOME","52.773"
"20-24","MULLER","51.224"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.810"
"25-29","MULLER","52.824"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.761"
"30-34","MULLER","61.259"
"35-39","HOME","74.357"
"35-39","MULLER","77.128"
"40-44","HOME","99.791"
"40-44","MULLER","102.041"
"45-49","HOME","106.821"
"45-49","MULLER","109.799"
"50-54","HOME","99.303"
"50-54","MULLER","104.097"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.172"
"55-59","MULLER","90.381"
"60-64","HOME","88.785"
"60-64","MULLER","95.402"
"65-69","HOME","79.847"
"65-69","MULLER","87.875"
"70-74","HOME","73.871"
"70-74","MULLER","83.801"
"75-79","HOME","63.877"
"75-79","MULLER","78.756"
"80-84","HOME","42.628"
"80-84","MULLER","59.219"
"85->","HOME","54.775"
"85->","MULLER","104.198"
