Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","33.706"
"10-14","MULLER","32.025"
"15-19","HOME","53.502"
"15-19","MULLER","51.711"
"20-24","HOME","49.034"
"20-24","MULLER","48.518"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","49.772"
"25-29","MULLER","50.889"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.541"
"30-34","MULLER","59.652"
"35-39","HOME","73.786"
"35-39","MULLER","77.178"
"40-44","HOME","98.877"
"40-44","MULLER","102.502"
"45-49","HOME","103.354"
"45-49","MULLER","107.333"
"50-54","HOME","97.388"
"50-54","MULLER","102.800"
"55-59","HOME","89.601"
"55-59","MULLER","96.404"
"60-64","HOME","86.766"
"60-64","MULLER","94.023"
"65-69","HOME","78.189"
"65-69","MULLER","86.229"
"70-74","HOME","71.001"
"70-74","MULLER","82.709"
"75-79","HOME","59.852"
"75-79","MULLER","75.055"
"80-84","HOME","39.086"
"80-84","MULLER","57.359"
"85->","HOME","44.421"
"85->","MULLER","87.254"
