Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","3"
"05-09","HOME","44.758"
"05-09","MULLER","41.793"
"10-14","HOME","60.527"
"10-14","MULLER","57.061"
"15-19","HOME","52.841"
"15-19","MULLER","50.666"
"20-24","HOME","52.346"
"20-24","MULLER","50.830"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.472"
"25-29","MULLER","52.527"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.530"
"30-34","MULLER","61.177"
"35-39","HOME","74.190"
"35-39","MULLER","77.052"
"40-44","HOME","99.546"
"40-44","MULLER","101.993"
"45-49","HOME","106.118"
"45-49","MULLER","109.275"
"50-54","HOME","99.224"
"50-54","MULLER","103.873"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.981"
"55-59","MULLER","99.520"
"60-64","HOME","88.851"
"60-64","MULLER","95.826"
"65-69","HOME","79.300"
"65-69","MULLER","87.499"
"70-74","HOME","71.844"
"70-74","MULLER","82.688"
"75-79","HOME","62.039"
"75-79","MULLER","77.521"
"80-84","HOME","40.256"
"80-84","MULLER","57.777"
"85->","HOME","48.906"
"85->","MULLER","94.820"
