Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","259"
"15-19","MULLER","412"
"20-24","HOME","1.760"
"20-24","MULLER","5.125"
"25-29","HOME","3.271"
"25-29","MULLER","9.670"
"30-34","HOME","4.162"
"30-34","MULLER","11.798"
"35-39","HOME","5.662"
"35-39","MULLER","14.252"
"40-44","HOME","8.603"
"40-44","MULLER","18.802"
"45-49","HOME","10.011"
"45-49","MULLER","20.345"
"50-54","HOME","14.881"
"50-54","MULLER","24.745"
"55-59","HOME","66.802"
"55-59","MULLER","76.870"
"60-64","HOME","78.321"
"60-64","MULLER","86.029"
"65-69","HOME","70.188"
"65-69","MULLER","77.667"
"70-74","HOME","68.662"
"70-74","MULLER","80.145"
"75-79","HOME","58.630"
"75-79","MULLER","73.420"
"80-84","HOME","38.592"
"80-84","MULLER","56.612"
"85->","HOME","43.908"
"85->","MULLER","85.991"
