Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","271"
"15-19","MULLER","464"
"20-24","HOME","1.904"
"20-24","MULLER","5.476"
"25-29","HOME","3.502"
"25-29","MULLER","9.994"
"30-34","HOME","4.438"
"30-34","MULLER","12.175"
"35-39","HOME","6.018"
"35-39","MULLER","14.656"
"40-44","HOME","9.124"
"40-44","MULLER","19.270"
"45-49","HOME","21.344"
"45-49","MULLER","31.374"
"50-54","HOME","88.450"
"50-54","MULLER","96.860"
"55-59","HOME","84.006"
"55-59","MULLER","92.980"
"60-64","HOME","80.974"
"60-64","MULLER","88.353"
"65-69","HOME","71.728"
"65-69","MULLER","79.246"
"70-74","HOME","69.645"
"70-74","MULLER","81.254"
"75-79","HOME","59.083"
"75-79","MULLER","74.069"
"80-84","HOME","38.753"
"80-84","MULLER","56.859"
"85->","HOME","44.104"
"85->","MULLER","86.548"
