Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","5"
"05-09","HOME","48.529"
"05-09","MULLER","45.527"
"10-14","HOME","61.546"
"10-14","MULLER","57.901"
"15-19","HOME","52.316"
"15-19","MULLER","49.988"
"20-24","HOME","52.697"
"20-24","MULLER","51.379"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.741"
"25-29","MULLER","52.852"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.728"
"30-34","MULLER","61.350"
"35-39","HOME","74.437"
"35-39","MULLER","77.322"
"40-44","HOME","99.879"
"40-44","MULLER","102.304"
"45-49","HOME","106.662"
"45-49","MULLER","109.745"
"50-54","HOME","99.370"
"50-54","MULLER","104.062"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.152"
"55-59","MULLER","99.625"
"60-64","HOME","88.887"
"60-64","MULLER","95.944"
"65-69","HOME","79.393"
"65-69","MULLER","87.586"
"70-74","HOME","71.922"
"70-74","MULLER","82.779"
"75-79","HOME","62.095"
"75-79","MULLER","77.580"
"80-84","HOME","40.300"
"80-84","MULLER","57.816"
"85->","HOME","48.966"
"85->","MULLER","94.904"
