Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","93"
"10-14","MULLER","108"
"15-19","HOME","12.308"
"15-19","MULLER","15.279"
"20-24","DESCOÑECIDO","1"
"20-24","HOME","20.584"
"20-24","MULLER","23.462"
"25-29","HOME","43.767"
"25-29","MULLER","45.897"
"30-34","HOME","51.331"
"30-34","MULLER","54.242"
"35-39","HOME","67.625"
"35-39","MULLER","71.687"
"40-44","HOME","95.784"
"40-44","MULLER","99.627"
"45-49","HOME","100.555"
"45-49","MULLER","105.195"
"50-54","HOME","95.635"
"50-54","MULLER","101.434"
"55-59","HOME","88.144"
"55-59","MULLER","95.333"
"60-64","HOME","85.333"
"60-64","MULLER","92.573"
"65-69","HOME","77.426"
"65-69","MULLER","85.364"
"70-74","HOME","70.747"
"70-74","MULLER","82.427"
"75-79","HOME","59.692"
"75-79","MULLER","74.858"
"80-84","HOME","39.004"
"80-84","MULLER","57.229"
"85->","HOME","44.336"
"85->","MULLER","87.083"
