Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","46.628"
"05-09","MULLER","43.696"
"10-14","HOME","61.208"
"10-14","MULLER","57.599"
"15-19","HOME","52.783"
"15-19","MULLER","50.640"
"20-24","HOME","52.481"
"20-24","MULLER","50.982"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.629"
"25-29","MULLER","52.662"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.658"
"30-34","MULLER","61.290"
"35-39","HOME","74.316"
"35-39","MULLER","77.165"
"40-44","HOME","99.635"
"40-44","MULLER","102.103"
"45-49","HOME","106.234"
"45-49","MULLER","109.344"
"50-54","HOME","99.296"
"50-54","MULLER","103.944"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.033"
"55-59","MULLER","99.554"
"60-64","HOME","88.866"
"60-64","MULLER","95.869"
"65-69","HOME","79.335"
"65-69","MULLER","87.528"
"70-74","HOME","71.868"
"70-74","MULLER","82.732"
"75-79","HOME","62.054"
"75-79","MULLER","77.544"
"80-84","HOME","40.278"
"80-84","MULLER","57.797"
"85->","HOME","48.945"
"85->","MULLER","94.864"
