Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","5"
"05-09","HOME","48.697"
"05-09","MULLER","45.723"
"10-14","HOME","61.564"
"10-14","MULLER","57.921"
"15-19","HOME","52.281"
"15-19","MULLER","49.921"
"20-24","HOME","52.742"
"20-24","MULLER","51.428"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.756"
"25-29","MULLER","52.884"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.730"
"30-34","MULLER","61.363"
"35-39","HOME","74.443"
"35-39","MULLER","77.336"
"40-44","HOME","99.908"
"40-44","MULLER","102.320"
"45-49","HOME","106.696"
"45-49","MULLER","109.774"
"50-54","HOME","99.383"
"50-54","MULLER","104.084"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.163"
"55-59","MULLER","99.637"
"60-64","HOME","88.897"
"60-64","MULLER","95.946"
"65-69","HOME","79.399"
"65-69","MULLER","87.584"
"70-74","HOME","71.927"
"70-74","MULLER","82.786"
"75-79","HOME","62.095"
"75-79","MULLER","77.587"
"80-84","HOME","40.302"
"80-84","MULLER","57.818"
"85->","HOME","48.969"
"85->","MULLER","94.907"
