Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.619"
"10-14","MULLER","32.938"
"15-19","HOME","53.904"
"15-19","MULLER","52.064"
"20-24","HOME","49.549"
"20-24","MULLER","48.874"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.267"
"25-29","MULLER","51.280"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.969"
"30-34","MULLER","60.048"
"35-39","HOME","74.186"
"35-39","MULLER","77.546"
"40-44","HOME","99.235"
"40-44","MULLER","102.790"
"45-49","HOME","103.643"
"45-49","MULLER","107.557"
"50-54","HOME","97.589"
"50-54","MULLER","102.946"
"55-59","HOME","89.758"
"55-59","MULLER","96.494"
"60-64","HOME","86.974"
"60-64","MULLER","94.207"
"65-69","HOME","78.257"
"65-69","MULLER","86.333"
"70-74","HOME","71.006"
"70-74","MULLER","82.694"
"75-79","HOME","59.900"
"75-79","MULLER","75.029"
"80-84","HOME","39.090"
"80-84","MULLER","57.216"
"85->","HOME","44.615"
"85->","MULLER","87.710"
