Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","94"
"10-14","MULLER","111"
"15-19","HOME","23.825"
"15-19","MULLER","25.856"
"20-24","HOME","42.510"
"20-24","MULLER","42.916"
"25-29","HOME","44.055"
"25-29","MULLER","46.139"
"30-34","HOME","53.473"
"30-34","MULLER","56.130"
"35-39","HOME","69.911"
"35-39","MULLER","73.569"
"40-44","HOME","96.305"
"40-44","MULLER","100.144"
"45-49","HOME","101.011"
"45-49","MULLER","105.516"
"50-54","HOME","95.927"
"50-54","MULLER","101.658"
"55-59","HOME","88.392"
"55-59","MULLER","95.473"
"60-64","HOME","85.604"
"60-64","MULLER","92.813"
"65-69","HOME","77.581"
"65-69","MULLER","85.524"
"70-74","HOME","70.784"
"70-74","MULLER","82.476"
"75-79","HOME","59.719"
"75-79","MULLER","74.896"
"80-84","HOME","39.023"
"80-84","MULLER","57.253"
"85->","HOME","44.355"
"85->","MULLER","87.115"
