Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","265"
"15-19","MULLER","442"
"20-24","HOME","1.843"
"20-24","MULLER","5.326"
"25-29","HOME","3.353"
"25-29","MULLER","9.863"
"30-34","HOME","4.263"
"30-34","MULLER","12.031"
"35-39","HOME","5.784"
"35-39","MULLER","14.515"
"40-44","HOME","8.788"
"40-44","MULLER","19.089"
"45-49","HOME","10.260"
"45-49","MULLER","20.658"
"50-54","HOME","23.533"
"50-54","MULLER","33.313"
"55-59","HOME","80.677"
"55-59","MULLER","90.297"
"60-64","HOME","80.217"
"60-64","MULLER","87.738"
"65-69","HOME","71.170"
"65-69","MULLER","78.673"
"70-74","HOME","69.066"
"70-74","MULLER","80.564"
"75-79","HOME","58.828"
"75-79","MULLER","73.705"
"80-84","HOME","38.678"
"80-84","MULLER","56.741"
"85->","HOME","44.005"
"85->","MULLER","86.295"
