Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","5"
"05-09","HOME","43.695"
"05-09","MULLER","40.750"
"10-14","HOME","60.286"
"10-14","MULLER","56.793"
"15-19","HOME","53.001"
"15-19","MULLER","50.820"
"20-24","HOME","52.182"
"20-24","MULLER","50.636"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.291"
"25-29","MULLER","52.324"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.446"
"30-34","MULLER","61.135"
"35-39","HOME","74.052"
"35-39","MULLER","76.887"
"40-44","HOME","99.410"
"40-44","MULLER","101.859"
"45-49","HOME","105.993"
"45-49","MULLER","109.181"
"50-54","HOME","99.172"
"50-54","MULLER","103.819"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.932"
"55-59","MULLER","99.471"
"60-64","HOME","88.786"
"60-64","MULLER","95.785"
"65-69","HOME","79.288"
"65-69","MULLER","87.449"
"70-74","HOME","71.818"
"70-74","MULLER","82.664"
"75-79","HOME","62.015"
"75-79","MULLER","77.508"
"80-84","HOME","40.235"
"80-84","MULLER","57.768"
"85->","HOME","48.885"
"85->","MULLER","94.787"
