Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","45.571"
"05-09","MULLER","42.585"
"10-14","HOME","60.646"
"10-14","MULLER","57.178"
"15-19","HOME","52.823"
"15-19","MULLER","50.667"
"20-24","HOME","52.389"
"20-24","MULLER","50.859"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.511"
"25-29","MULLER","52.557"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.563"
"30-34","MULLER","61.213"
"35-39","HOME","74.220"
"35-39","MULLER","77.090"
"40-44","HOME","99.559"
"40-44","MULLER","102.029"
"45-49","HOME","106.167"
"45-49","MULLER","109.293"
"50-54","HOME","99.245"
"50-54","MULLER","103.890"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.987"
"55-59","MULLER","99.536"
"60-64","HOME","88.857"
"60-64","MULLER","95.838"
"65-69","HOME","79.315"
"65-69","MULLER","87.505"
"70-74","HOME","71.851"
"70-74","MULLER","82.698"
"75-79","HOME","62.039"
"75-79","MULLER","77.531"
"80-84","HOME","40.261"
"80-84","MULLER","57.775"
"85->","HOME","48.914"
"85->","MULLER","94.827"
