Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","43.261"
"05-09","MULLER","40.296"
"10-14","HOME","59.199"
"10-14","MULLER","55.786"
"15-19","HOME","55.184"
"15-19","MULLER","52.882"
"20-24","HOME","51.617"
"20-24","MULLER","49.919"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.224"
"25-29","MULLER","52.240"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.322"
"30-34","MULLER","59.986"
"35-39","HOME","72.595"
"35-39","MULLER","75.644"
"40-44","HOME","98.980"
"40-44","MULLER","101.485"
"45-49","HOME","105.750"
"45-49","MULLER","108.948"
"50-54","HOME","99.047"
"50-54","MULLER","103.676"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.659"
"55-59","MULLER","99.283"
"60-64","HOME","88.637"
"60-64","MULLER","95.683"
"65-69","HOME","79.138"
"65-69","MULLER","87.326"
"70-74","HOME","71.751"
"70-74","MULLER","82.572"
"75-79","HOME","61.976"
"75-79","MULLER","77.455"
"80-84","HOME","40.211"
"80-84","MULLER","57.711"
"85->","HOME","48.855"
"85->","MULLER","94.720"
