Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.321"
"05-09","MULLER","44.410"
"10-14","HOME","61.363"
"10-14","MULLER","57.741"
"15-19","HOME","52.774"
"15-19","MULLER","50.632"
"20-24","HOME","52.509"
"20-24","MULLER","51.053"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.684"
"25-29","MULLER","52.726"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.687"
"30-34","MULLER","61.335"
"35-39","HOME","74.371"
"35-39","MULLER","77.202"
"40-44","HOME","99.666"
"40-44","MULLER","102.131"
"45-49","HOME","106.287"
"45-49","MULLER","109.394"
"50-54","HOME","99.310"
"50-54","MULLER","103.967"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.058"
"55-59","MULLER","99.565"
"60-64","HOME","88.881"
"60-64","MULLER","95.881"
"65-69","HOME","79.339"
"65-69","MULLER","87.546"
"70-74","HOME","71.886"
"70-74","MULLER","82.746"
"75-79","HOME","62.064"
"75-79","MULLER","77.557"
"80-84","HOME","40.291"
"80-84","MULLER","57.804"
"85->","HOME","48.952"
"85->","MULLER","94.878"
