Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","248"
"15-19","MULLER","395"
"20-24","HOME","1.581"
"20-24","MULLER","4.647"
"25-29","HOME","3.166"
"25-29","MULLER","9.435"
"30-34","HOME","4.034"
"30-34","MULLER","11.530"
"35-39","HOME","5.464"
"35-39","MULLER","13.896"
"40-44","HOME","8.333"
"40-44","MULLER","18.383"
"45-49","HOME","9.673"
"45-49","MULLER","19.922"
"50-54","HOME","14.371"
"50-54","MULLER","24.190"
"55-59","HOME","31.571"
"55-59","MULLER","41.113"
"60-64","HOME","76.779"
"60-64","MULLER","84.688"
"65-69","HOME","69.052"
"65-69","MULLER","76.776"
"70-74","HOME","66.570"
"70-74","MULLER","77.892"
"75-79","HOME","58.093"
"75-79","MULLER","72.744"
"80-84","HOME","38.438"
"80-84","MULLER","56.378"
"85->","HOME","43.710"
"85->","MULLER","85.465"
