Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","235"
"15-19","MULLER","364"
"20-24","HOME","1.537"
"20-24","MULLER","4.508"
"25-29","HOME","3.112"
"25-29","MULLER","9.311"
"30-34","HOME","3.966"
"30-34","MULLER","11.343"
"35-39","HOME","5.373"
"35-39","MULLER","13.645"
"40-44","HOME","8.182"
"40-44","MULLER","18.121"
"45-49","HOME","9.527"
"45-49","MULLER","19.612"
"50-54","HOME","14.234"
"50-54","MULLER","23.952"
"55-59","HOME","8.653"
"55-59","MULLER","17.563"
"60-64","HOME","55.232"
"60-64","MULLER","62.894"
"65-69","HOME","14.886"
"65-69","MULLER","15.871"
"70-74","HOME","65.528"
"70-74","MULLER","76.704"
"75-79","HOME","56.836"
"75-79","MULLER","71.152"
"80-84","HOME","38.236"
"80-84","MULLER","56.052"
"85->","HOME","43.313"
"85->","MULLER","84.211"
