Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","237"
"15-19","MULLER","365"
"20-24","HOME","1.541"
"20-24","MULLER","4.516"
"25-29","HOME","3.114"
"25-29","MULLER","9.322"
"30-34","HOME","3.968"
"30-34","MULLER","11.359"
"35-39","HOME","5.377"
"35-39","MULLER","13.656"
"40-44","HOME","8.191"
"40-44","MULLER","18.138"
"45-49","HOME","9.542"
"45-49","MULLER","19.636"
"50-54","HOME","14.244"
"50-54","MULLER","23.970"
"55-59","HOME","8.669"
"55-59","MULLER","17.585"
"60-64","HOME","55.647"
"60-64","MULLER","63.283"
"65-69","HOME","15.025"
"65-69","MULLER","16.045"
"70-74","HOME","66.258"
"70-74","MULLER","77.581"
"75-79","HOME","57.065"
"75-79","MULLER","71.450"
"80-84","HOME","38.309"
"80-84","MULLER","56.192"
"85->","HOME","43.493"
"85->","MULLER","84.806"
