Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","33.756"
"10-14","MULLER","32.068"
"15-19","HOME","53.572"
"15-19","MULLER","51.765"
"20-24","HOME","49.095"
"20-24","MULLER","48.572"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","49.829"
"25-29","MULLER","50.938"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.599"
"30-34","MULLER","59.719"
"35-39","HOME","73.842"
"35-39","MULLER","77.236"
"40-44","HOME","98.941"
"40-44","MULLER","102.546"
"45-49","HOME","103.398"
"45-49","MULLER","107.369"
"50-54","HOME","97.423"
"50-54","MULLER","102.812"
"55-59","HOME","89.615"
"55-59","MULLER","96.420"
"60-64","HOME","86.791"
"60-64","MULLER","94.039"
"65-69","HOME","78.196"
"65-69","MULLER","86.243"
"70-74","HOME","70.984"
"70-74","MULLER","82.675"
"75-79","HOME","59.845"
"75-79","MULLER","75.020"
"80-84","HOME","39.070"
"80-84","MULLER","57.251"
"85->","HOME","44.521"
"85->","MULLER","87.505"
