Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","1"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","228"
"15-19","MULLER","358"
"20-24","HOME","1.535"
"20-24","MULLER","4.489"
"25-29","HOME","3.106"
"25-29","MULLER","9.300"
"30-34","HOME","3.958"
"30-34","MULLER","11.319"
"35-39","HOME","5.365"
"35-39","MULLER","13.587"
"40-44","HOME","8.151"
"40-44","MULLER","18.060"
"45-49","HOME","9.501"
"45-49","MULLER","19.527"
"50-54","HOME","14.212"
"50-54","MULLER","23.878"
"55-59","HOME","8.626"
"55-59","MULLER","17.484"
"60-64","HOME","48.512"
"60-64","MULLER","55.880"
"65-69","HOME","7.528"
"65-69","MULLER","7.354"
"70-74","HOME","43.547"
"70-74","MULLER","50.942"
"75-79","HOME","55.783"
"75-79","MULLER","69.896"
"80-84","HOME","37.828"
"80-84","MULLER","55.450"
"85->","HOME","42.411"
"85->","MULLER","81.719"
