Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","6"
"05-09","HOME","49.263"
"05-09","MULLER","46.243"
"10-14","HOME","61.599"
"10-14","MULLER","57.949"
"15-19","HOME","52.184"
"15-19","MULLER","49.786"
"20-24","HOME","52.815"
"20-24","MULLER","51.528"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.804"
"25-29","MULLER","52.941"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.764"
"30-34","MULLER","61.397"
"35-39","HOME","74.443"
"35-39","MULLER","77.331"
"40-44","HOME","99.941"
"40-44","MULLER","102.370"
"45-49","HOME","106.764"
"45-49","MULLER","109.836"
"50-54","HOME","99.415"
"50-54","MULLER","104.122"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.181"
"55-59","MULLER","99.647"
"60-64","HOME","88.916"
"60-64","MULLER","95.956"
"65-69","HOME","79.405"
"65-69","MULLER","87.593"
"70-74","HOME","71.927"
"70-74","MULLER","82.795"
"75-79","HOME","62.104"
"75-79","MULLER","77.587"
"80-84","HOME","40.300"
"80-84","MULLER","57.823"
"85->","HOME","48.976"
"85->","MULLER","94.912"
