Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","6"
"05-09","HOME","49.803"
"05-09","MULLER","46.782"
"10-14","HOME","61.635"
"10-14","MULLER","57.982"
"15-19","HOME","52.141"
"15-19","MULLER","49.735"
"20-24","HOME","52.832"
"20-24","MULLER","51.563"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.846"
"25-29","MULLER","52.966"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.772"
"30-34","MULLER","61.404"
"35-39","HOME","74.433"
"35-39","MULLER","77.337"
"40-44","HOME","99.966"
"40-44","MULLER","102.385"
"45-49","HOME","106.840"
"45-49","MULLER","109.888"
"50-54","HOME","99.419"
"50-54","MULLER","104.134"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.150"
"55-59","MULLER","99.636"
"60-64","HOME","88.909"
"60-64","MULLER","95.955"
"65-69","HOME","79.364"
"65-69","MULLER","87.534"
"70-74","HOME","71.940"
"70-74","MULLER","82.743"
"75-79","HOME","61.889"
"75-79","MULLER","76.733"
"80-84","HOME","37.082"
"80-84","MULLER","53.126"
"85->","HOME","52.637"
"85->","MULLER","100.829"
