Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","43.273"
"05-09","MULLER","40.303"
"10-14","HOME","59.213"
"10-14","MULLER","55.795"
"15-19","HOME","55.187"
"15-19","MULLER","52.886"
"20-24","HOME","51.637"
"20-24","MULLER","49.926"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.674"
"25-29","MULLER","50.743"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","58.708"
"30-34","MULLER","60.467"
"35-39","HOME","73.824"
"35-39","MULLER","76.741"
"40-44","HOME","99.054"
"40-44","MULLER","101.543"
"45-49","HOME","105.778"
"45-49","MULLER","108.972"
"50-54","HOME","99.053"
"50-54","MULLER","103.696"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.689"
"55-59","MULLER","99.298"
"60-64","HOME","88.645"
"60-64","MULLER","95.686"
"65-69","HOME","79.147"
"65-69","MULLER","87.334"
"70-74","HOME","71.755"
"70-74","MULLER","82.581"
"75-79","HOME","61.983"
"75-79","MULLER","77.461"
"80-84","HOME","40.213"
"80-84","MULLER","57.718"
"85->","HOME","48.856"
"85->","MULLER","94.723"
