Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","1"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","227"
"15-19","MULLER","357"
"20-24","HOME","1.533"
"20-24","MULLER","4.488"
"25-29","HOME","3.101"
"25-29","MULLER","9.296"
"30-34","HOME","3.952"
"30-34","MULLER","11.317"
"35-39","HOME","5.356"
"35-39","MULLER","13.581"
"40-44","HOME","8.143"
"40-44","MULLER","18.043"
"45-49","HOME","9.483"
"45-49","MULLER","19.517"
"50-54","HOME","14.189"
"50-54","MULLER","23.855"
"55-59","HOME","8.592"
"55-59","MULLER","17.467"
"60-64","HOME","39.710"
"60-64","MULLER","47.010"
"65-69","HOME","7.474"
"65-69","MULLER","7.309"
"70-74","HOME","43.508"
"70-74","MULLER","50.903"
"75-79","HOME","55.718"
"75-79","MULLER","69.796"
"80-84","HOME","37.615"
"80-84","MULLER","55.095"
"85->","HOME","42.004"
"85->","MULLER","80.659"
