Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","35.790"
"10-14","MULLER","33.963"
"15-19","HOME","54.464"
"15-19","MULLER","52.495"
"20-24","HOME","50.294"
"20-24","MULLER","49.447"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.051"
"25-29","MULLER","51.859"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.637"
"30-34","MULLER","60.612"
"35-39","HOME","74.748"
"35-39","MULLER","78.108"
"40-44","HOME","99.786"
"40-44","MULLER","103.176"
"45-49","HOME","104.117"
"45-49","MULLER","107.833"
"50-54","HOME","97.944"
"50-54","MULLER","103.177"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","90.002"
"55-59","MULLER","96.665"
"60-64","HOME","87.253"
"60-64","MULLER","94.444"
"65-69","HOME","78.392"
"65-69","MULLER","86.478"
"70-74","HOME","71.081"
"70-74","MULLER","82.721"
"75-79","HOME","55.765"
"75-79","MULLER","69.543"
"80-84","HOME","39.898"
"80-84","MULLER","57.422"
"85->","HOME","48.248"
"85->","MULLER","93.564"
