Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","86"
"10-14","MULLER","99"
"15-19","HOME","1.891"
"15-19","MULLER","2.655"
"20-24","HOME","2.885"
"20-24","MULLER","6.990"
"25-29","HOME","8.315"
"25-29","MULLER","14.279"
"30-34","HOME","47.049"
"30-34","MULLER","50.374"
"35-39","HOME","66.694"
"35-39","MULLER","70.756"
"40-44","HOME","93.849"
"40-44","MULLER","97.954"
"45-49","HOME","99.043"
"45-49","MULLER","104.157"
"50-54","HOME","94.699"
"50-54","MULLER","100.891"
"55-59","HOME","87.480"
"55-59","MULLER","94.924"
"60-64","HOME","84.596"
"60-64","MULLER","91.883"
"65-69","HOME","77.047"
"65-69","MULLER","84.971"
"70-74","HOME","70.640"
"70-74","MULLER","82.312"
"75-79","HOME","59.609"
"75-79","MULLER","74.778"
"80-84","HOME","38.968"
"80-84","MULLER","57.180"
"85->","HOME","44.307"
"85->","MULLER","87.003"
