Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","297"
"15-19","MULLER","489"
"20-24","HOME","2.077"
"20-24","MULLER","5.564"
"25-29","HOME","3.942"
"25-29","MULLER","10.248"
"30-34","HOME","5.027"
"30-34","MULLER","12.746"
"35-39","HOME","6.677"
"35-39","MULLER","15.317"
"40-44","HOME","34.704"
"40-44","MULLER","43.322"
"45-49","HOME","94.039"
"45-49","MULLER","100.638"
"50-54","HOME","90.360"
"50-54","MULLER","97.821"
"55-59","HOME","86.320"
"55-59","MULLER","94.953"
"60-64","HOME","81.005"
"60-64","MULLER","88.154"
"65-69","HOME","75.029"
"65-69","MULLER","82.761"
"70-74","HOME","70.327"
"70-74","MULLER","81.977"
"75-79","HOME","59.424"
"75-79","MULLER","74.509"
"80-84","HOME","38.886"
"80-84","MULLER","57.042"
"85->","HOME","44.231"
"85->","MULLER","86.834"
