Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.711"
"05-09","MULLER","44.758"
"10-14","HOME","61.442"
"10-14","MULLER","57.815"
"15-19","HOME","52.714"
"15-19","MULLER","50.552"
"20-24","HOME","52.550"
"20-24","MULLER","51.096"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.710"
"25-29","MULLER","52.797"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.708"
"30-34","MULLER","61.348"
"35-39","HOME","74.396"
"35-39","MULLER","77.217"
"40-44","HOME","99.648"
"40-44","MULLER","102.118"
"45-49","HOME","106.426"
"45-49","MULLER","109.503"
"50-54","HOME","99.325"
"50-54","MULLER","103.990"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.100"
"55-59","MULLER","99.586"
"60-64","HOME","88.875"
"60-64","MULLER","95.910"
"65-69","HOME","79.366"
"65-69","MULLER","87.555"
"70-74","HOME","71.892"
"70-74","MULLER","82.758"
"75-79","HOME","62.072"
"75-79","MULLER","77.559"
"80-84","HOME","40.292"
"80-84","MULLER","57.813"
"85->","HOME","48.957"
"85->","MULLER","94.885"
