Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.866"
"10-14","MULLER","33.200"
"15-19","HOME","54.116"
"15-19","MULLER","52.244"
"20-24","HOME","49.846"
"20-24","MULLER","49.094"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.591"
"25-29","MULLER","51.512"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.211"
"30-34","MULLER","60.257"
"35-39","HOME","74.392"
"35-39","MULLER","77.745"
"40-44","HOME","99.424"
"40-44","MULLER","102.915"
"45-49","HOME","103.788"
"45-49","MULLER","107.667"
"50-54","HOME","97.721"
"50-54","MULLER","103.035"
"55-59","HOME","89.841"
"55-59","MULLER","96.558"
"60-64","HOME","87.077"
"60-64","MULLER","94.298"
"65-69","HOME","78.321"
"65-69","MULLER","86.400"
"70-74","HOME","71.037"
"70-74","MULLER","82.714"
"75-79","HOME","59.910"
"75-79","MULLER","75.057"
"80-84","HOME","39.120"
"80-84","MULLER","57.248"
"85->","HOME","44.642"
"85->","MULLER","87.767"
