Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","46.888"
"05-09","MULLER","43.943"
"10-14","HOME","61.247"
"10-14","MULLER","57.644"
"15-19","HOME","52.783"
"15-19","MULLER","50.636"
"20-24","HOME","52.486"
"20-24","MULLER","51.011"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.643"
"25-29","MULLER","52.666"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.675"
"30-34","MULLER","61.311"
"35-39","HOME","74.319"
"35-39","MULLER","77.171"
"40-44","HOME","99.655"
"40-44","MULLER","102.123"
"45-49","HOME","106.244"
"45-49","MULLER","109.356"
"50-54","HOME","99.302"
"50-54","MULLER","103.944"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.038"
"55-59","MULLER","99.560"
"60-64","HOME","88.870"
"60-64","MULLER","95.870"
"65-69","HOME","79.332"
"65-69","MULLER","87.529"
"70-74","HOME","71.871"
"70-74","MULLER","82.732"
"75-79","HOME","62.058"
"75-79","MULLER","77.546"
"80-84","HOME","40.279"
"80-84","MULLER","57.800"
"85->","HOME","48.948"
"85->","MULLER","94.869"
