Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","234"
"15-19","MULLER","363"
"20-24","HOME","1.536"
"20-24","MULLER","4.502"
"25-29","HOME","3.108"
"25-29","MULLER","9.310"
"30-34","HOME","3.963"
"30-34","MULLER","11.338"
"35-39","HOME","5.366"
"35-39","MULLER","13.625"
"40-44","HOME","8.173"
"40-44","MULLER","18.098"
"45-49","HOME","9.520"
"45-49","MULLER","19.588"
"50-54","HOME","14.224"
"50-54","MULLER","23.929"
"55-59","HOME","8.638"
"55-59","MULLER","17.540"
"60-64","HOME","49.580"
"60-64","MULLER","56.958"
"65-69","HOME","11.010"
"65-69","MULLER","11.490"
"70-74","HOME","63.644"
"70-74","MULLER","74.513"
"75-79","HOME","56.587"
"75-79","MULLER","70.818"
"80-84","HOME","38.072"
"80-84","MULLER","55.838"
"85->","HOME","42.988"
"85->","MULLER","83.297"
