Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","292"
"15-19","MULLER","489"
"20-24","HOME","2.040"
"20-24","MULLER","5.519"
"25-29","HOME","3.883"
"25-29","MULLER","10.145"
"30-34","HOME","4.925"
"30-34","MULLER","12.520"
"35-39","HOME","6.549"
"35-39","MULLER","15.034"
"40-44","HOME","10.022"
"40-44","MULLER","20.111"
"45-49","HOME","65.854"
"45-49","MULLER","73.449"
"50-54","HOME","89.942"
"50-54","MULLER","97.548"
"55-59","HOME","85.672"
"55-59","MULLER","94.412"
"60-64","HOME","82.706"
"60-64","MULLER","90.048"
"65-69","HOME","72.928"
"65-69","MULLER","80.486"
"70-74","HOME","70.256"
"70-74","MULLER","81.901"
"75-79","HOME","59.362"
"75-79","MULLER","74.415"
"80-84","HOME","38.852"
"80-84","MULLER","57.001"
"85->","HOME","44.196"
"85->","MULLER","86.745"
