Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","43.237"
"05-09","MULLER","40.286"
"10-14","HOME","59.176"
"10-14","MULLER","55.780"
"15-19","HOME","55.176"
"15-19","MULLER","52.878"
"20-24","HOME","51.602"
"20-24","MULLER","49.901"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.300"
"25-29","MULLER","52.317"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.903"
"30-34","MULLER","61.355"
"35-39","HOME","71.079"
"35-39","MULLER","74.283"
"40-44","HOME","98.661"
"40-44","MULLER","101.231"
"45-49","HOME","105.706"
"45-49","MULLER","108.914"
"50-54","HOME","99.028"
"50-54","MULLER","103.657"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.649"
"55-59","MULLER","99.269"
"60-64","HOME","88.617"
"60-64","MULLER","95.662"
"65-69","HOME","79.129"
"65-69","MULLER","87.317"
"70-74","HOME","71.741"
"70-74","MULLER","82.559"
"75-79","HOME","61.962"
"75-79","MULLER","77.438"
"80-84","HOME","40.211"
"80-84","MULLER","57.706"
"85->","HOME","48.850"
"85->","MULLER","94.712"
