Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","35.771"
"10-14","MULLER","33.949"
"15-19","HOME","54.449"
"15-19","MULLER","52.487"
"20-24","HOME","50.274"
"20-24","MULLER","49.436"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.027"
"25-29","MULLER","51.844"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.614"
"30-34","MULLER","60.593"
"35-39","HOME","74.732"
"35-39","MULLER","78.095"
"40-44","HOME","99.763"
"40-44","MULLER","103.164"
"45-49","HOME","104.100"
"45-49","MULLER","107.824"
"50-54","HOME","97.936"
"50-54","MULLER","103.163"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","89.992"
"55-59","MULLER","96.657"
"60-64","HOME","87.238"
"60-64","MULLER","94.437"
"65-69","HOME","78.386"
"65-69","MULLER","86.474"
"70-74","HOME","71.076"
"70-74","MULLER","82.726"
"75-79","HOME","55.936"
"75-79","MULLER","69.726"
"80-84","HOME","39.816"
"80-84","MULLER","57.397"
"85->","HOME","48.137"
"85->","MULLER","93.356"
