Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","1"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","36.265"
"10-14","MULLER","34.463"
"15-19","HOME","54.688"
"15-19","MULLER","52.676"
"20-24","HOME","50.752"
"20-24","MULLER","49.746"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.509"
"25-29","MULLER","52.185"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.072"
"30-34","MULLER","60.904"
"35-39","HOME","74.956"
"35-39","MULLER","78.329"
"40-44","HOME","100.129"
"40-44","MULLER","103.431"
"45-49","HOME","100.771"
"45-49","MULLER","104.330"
"50-54","HOME","101.716"
"50-54","MULLER","106.873"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","90.029"
"55-59","MULLER","96.559"
"60-64","HOME","86.238"
"60-64","MULLER","93.042"
"65-69","HOME","74.748"
"65-69","MULLER","82.262"
"70-74","HOME","71.151"
"70-74","MULLER","82.027"
"75-79","HOME","61.427"
"75-79","MULLER","76.729"
"80-84","HOME","40.025"
"80-84","MULLER","57.547"
"85->","HOME","48.628"
"85->","MULLER","94.178"
