Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","46.160"
"05-09","MULLER","43.134"
"10-14","HOME","60.834"
"10-14","MULLER","57.328"
"15-19","HOME","52.817"
"15-19","MULLER","50.660"
"20-24","HOME","52.434"
"20-24","MULLER","50.915"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.568"
"25-29","MULLER","52.606"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.624"
"30-34","MULLER","61.249"
"35-39","HOME","74.278"
"35-39","MULLER","77.118"
"40-44","HOME","99.583"
"40-44","MULLER","102.066"
"45-49","HOME","106.211"
"45-49","MULLER","109.316"
"50-54","HOME","99.269"
"50-54","MULLER","103.928"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.009"
"55-59","MULLER","99.530"
"60-64","HOME","88.856"
"60-64","MULLER","95.849"
"65-69","HOME","79.319"
"65-69","MULLER","87.528"
"70-74","HOME","71.861"
"70-74","MULLER","82.711"
"75-79","HOME","62.047"
"75-79","MULLER","77.547"
"80-84","HOME","40.267"
"80-84","MULLER","57.781"
"85->","HOME","48.933"
"85->","MULLER","94.850"
