Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","319"
"15-19","MULLER","506"
"20-24","HOME","2.193"
"20-24","MULLER","5.837"
"25-29","HOME","4.193"
"25-29","MULLER","10.656"
"30-34","HOME","6.493"
"30-34","MULLER","14.424"
"35-39","HOME","55.731"
"35-39","MULLER","60.503"
"40-44","HOME","90.498"
"40-44","MULLER","95.334"
"45-49","HOME","96.261"
"45-49","MULLER","102.077"
"50-54","HOME","92.619"
"50-54","MULLER","99.447"
"55-59","HOME","85.830"
"55-59","MULLER","93.917"
"60-64","HOME","83.397"
"60-64","MULLER","90.673"
"65-69","HOME","76.262"
"65-69","MULLER","83.993"
"70-74","HOME","70.518"
"70-74","MULLER","82.178"
"75-79","HOME","59.518"
"75-79","MULLER","74.671"
"80-84","HOME","38.926"
"80-84","MULLER","57.114"
"85->","HOME","44.268"
"85->","MULLER","86.929"
