Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","43.699"
"05-09","MULLER","40.705"
"10-14","HOME","59.282"
"10-14","MULLER","55.866"
"15-19","HOME","54.788"
"15-19","MULLER","52.404"
"20-24","HOME","50.615"
"20-24","MULLER","49.216"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.876"
"25-29","MULLER","51.876"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.197"
"30-34","MULLER","60.904"
"35-39","HOME","73.914"
"35-39","MULLER","76.809"
"40-44","HOME","99.138"
"40-44","MULLER","101.600"
"45-49","HOME","105.845"
"45-49","MULLER","109.024"
"50-54","HOME","99.083"
"50-54","MULLER","103.703"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.727"
"55-59","MULLER","99.352"
"60-64","HOME","88.675"
"60-64","MULLER","95.714"
"65-69","HOME","79.163"
"65-69","MULLER","87.329"
"70-74","HOME","71.764"
"70-74","MULLER","82.604"
"75-79","HOME","61.999"
"75-79","MULLER","77.474"
"80-84","HOME","40.220"
"80-84","MULLER","57.738"
"85->","HOME","48.870"
"85->","MULLER","94.748"
