Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.876"
"10-14","MULLER","33.208"
"15-19","HOME","54.135"
"15-19","MULLER","52.255"
"20-24","HOME","49.862"
"20-24","MULLER","49.107"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.615"
"25-29","MULLER","51.527"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.235"
"30-34","MULLER","60.266"
"35-39","HOME","74.411"
"35-39","MULLER","77.762"
"40-44","HOME","99.437"
"40-44","MULLER","102.931"
"45-49","HOME","103.801"
"45-49","MULLER","107.671"
"50-54","HOME","97.729"
"50-54","MULLER","103.041"
"55-59","HOME","89.842"
"55-59","MULLER","96.560"
"60-64","HOME","87.093"
"60-64","MULLER","94.313"
"65-69","HOME","78.318"
"65-69","MULLER","86.401"
"70-74","HOME","71.047"
"70-74","MULLER","82.715"
"75-79","HOME","59.911"
"75-79","MULLER","75.062"
"80-84","HOME","39.121"
"80-84","MULLER","57.246"
"85->","HOME","44.642"
"85->","MULLER","87.776"
