Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","7"
"05-09","HOME","50.349"
"05-09","MULLER","47.267"
"10-14","HOME","61.642"
"10-14","MULLER","57.985"
"15-19","HOME","52.130"
"15-19","MULLER","49.689"
"20-24","HOME","52.766"
"20-24","MULLER","51.209"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.793"
"25-29","MULLER","52.833"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.768"
"30-34","MULLER","61.275"
"35-39","HOME","74.385"
"35-39","MULLER","77.161"
"40-44","HOME","99.872"
"40-44","MULLER","102.139"
"45-49","HOME","106.862"
"45-49","MULLER","109.867"
"50-54","HOME","99.396"
"50-54","MULLER","104.141"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.261"
"55-59","MULLER","90.531"
"60-64","HOME","88.645"
"60-64","MULLER","95.317"
"65-69","HOME","79.806"
"65-69","MULLER","87.752"
"70-74","HOME","73.773"
"70-74","MULLER","83.728"
"75-79","HOME","63.629"
"75-79","MULLER","78.437"
"80-84","HOME","42.528"
"80-84","MULLER","59.155"
"85->","HOME","54.662"
"85->","MULLER","103.964"
