Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.735"
"10-14","MULLER","33.059"
"15-19","HOME","54.055"
"15-19","MULLER","52.191"
"20-24","HOME","49.758"
"20-24","MULLER","49.040"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.506"
"25-29","MULLER","51.445"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.129"
"30-34","MULLER","60.181"
"35-39","HOME","74.321"
"35-39","MULLER","77.676"
"40-44","HOME","99.368"
"40-44","MULLER","102.874"
"45-49","HOME","103.745"
"45-49","MULLER","107.628"
"50-54","HOME","97.673"
"50-54","MULLER","103.007"
"55-59","HOME","89.821"
"55-59","MULLER","96.539"
"60-64","HOME","87.038"
"60-64","MULLER","94.268"
"65-69","HOME","78.306"
"65-69","MULLER","86.384"
"70-74","HOME","71.030"
"70-74","MULLER","82.710"
"75-79","HOME","59.910"
"75-79","MULLER","75.044"
"80-84","HOME","39.104"
"80-84","MULLER","57.236"
"85->","HOME","44.630"
"85->","MULLER","87.737"
