Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","16"
"10-14","MULLER","28"
"15-19","HOME","432"
"15-19","MULLER","705"
"20-24","HOME","2.548"
"20-24","MULLER","6.363"
"25-29","HOME","4.338"
"25-29","MULLER","10.784"
"30-34","HOME","9.996"
"30-34","MULLER","17.591"
"35-39","HOME","62.310"
"35-39","MULLER","66.707"
"40-44","HOME","91.190"
"40-44","MULLER","95.810"
"45-49","HOME","97.000"
"45-49","MULLER","102.621"
"50-54","HOME","93.466"
"50-54","MULLER","100.047"
"55-59","HOME","86.682"
"55-59","MULLER","94.488"
"60-64","HOME","83.670"
"60-64","MULLER","90.916"
"65-69","HOME","76.586"
"65-69","MULLER","84.348"
"70-74","HOME","70.559"
"70-74","MULLER","82.223"
"75-79","HOME","59.557"
"75-79","MULLER","74.709"
"80-84","HOME","38.936"
"80-84","MULLER","57.132"
"85->","HOME","44.277"
"85->","MULLER","86.954"
