Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","5"
"05-09","HOME","44.047"
"05-09","MULLER","41.024"
"10-14","HOME","59.345"
"10-14","MULLER","55.914"
"15-19","HOME","53.146"
"15-19","MULLER","50.969"
"20-24","HOME","52.025"
"20-24","MULLER","50.453"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.224"
"25-29","MULLER","52.242"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.387"
"30-34","MULLER","61.094"
"35-39","HOME","74.003"
"35-39","MULLER","76.841"
"40-44","HOME","99.359"
"40-44","MULLER","101.809"
"45-49","HOME","105.921"
"45-49","MULLER","109.135"
"50-54","HOME","99.150"
"50-54","MULLER","103.796"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.905"
"55-59","MULLER","99.446"
"60-64","HOME","88.763"
"60-64","MULLER","95.761"
"65-69","HOME","79.284"
"65-69","MULLER","87.439"
"70-74","HOME","71.797"
"70-74","MULLER","82.649"
"75-79","HOME","62.012"
"75-79","MULLER","77.500"
"80-84","HOME","40.229"
"80-84","MULLER","57.757"
"85->","HOME","48.879"
"85->","MULLER","94.770"
