Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.393"
"10-14","MULLER","32.726"
"15-19","HOME","53.886"
"15-19","MULLER","52.032"
"20-24","HOME","49.470"
"20-24","MULLER","48.821"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.210"
"25-29","MULLER","51.246"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.927"
"30-34","MULLER","60.007"
"35-39","HOME","74.140"
"35-39","MULLER","77.504"
"40-44","HOME","99.194"
"40-44","MULLER","102.752"
"45-49","HOME","103.604"
"45-49","MULLER","107.530"
"50-54","HOME","97.563"
"50-54","MULLER","102.929"
"55-59","HOME","89.732"
"55-59","MULLER","96.484"
"60-64","HOME","86.948"
"60-64","MULLER","94.185"
"65-69","HOME","78.250"
"65-69","MULLER","86.316"
"70-74","HOME","70.994"
"70-74","MULLER","82.687"
"75-79","HOME","59.902"
"75-79","MULLER","75.027"
"80-84","HOME","39.085"
"80-84","MULLER","57.213"
"85->","HOME","44.611"
"85->","MULLER","87.702"
