Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","22.959"
"05-09","MULLER","21.332"
"10-14","HOME","58.622"
"10-14","MULLER","55.325"
"15-19","HOME","55.111"
"15-19","MULLER","52.841"
"20-24","HOME","51.459"
"20-24","MULLER","49.808"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.258"
"25-29","MULLER","52.368"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.895"
"30-34","MULLER","61.400"
"35-39","HOME","75.187"
"35-39","MULLER","77.985"
"40-44","HOME","94.311"
"40-44","MULLER","97.312"
"45-49","HOME","105.204"
"45-49","MULLER","108.460"
"50-54","HOME","98.883"
"50-54","MULLER","103.584"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.447"
"55-59","MULLER","99.075"
"60-64","HOME","88.513"
"60-64","MULLER","95.561"
"65-69","HOME","79.057"
"65-69","MULLER","87.234"
"70-74","HOME","71.715"
"70-74","MULLER","82.514"
"75-79","HOME","61.908"
"75-79","MULLER","77.386"
"80-84","HOME","40.184"
"80-84","MULLER","57.683"
"85->","HOME","48.813"
"85->","MULLER","94.623"
