Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.190"
"05-09","MULLER","44.272"
"10-14","HOME","61.323"
"10-14","MULLER","57.704"
"15-19","HOME","52.776"
"15-19","MULLER","50.636"
"20-24","HOME","52.500"
"20-24","MULLER","51.042"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.664"
"25-29","MULLER","52.701"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.676"
"30-34","MULLER","61.323"
"35-39","HOME","74.353"
"35-39","MULLER","77.192"
"40-44","HOME","99.660"
"40-44","MULLER","102.128"
"45-49","HOME","106.274"
"45-49","MULLER","109.377"
"50-54","HOME","99.308"
"50-54","MULLER","103.960"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.057"
"55-59","MULLER","99.570"
"60-64","HOME","88.871"
"60-64","MULLER","95.866"
"65-69","HOME","79.337"
"65-69","MULLER","87.546"
"70-74","HOME","71.881"
"70-74","MULLER","82.740"
"75-79","HOME","62.061"
"75-79","MULLER","77.553"
"80-84","HOME","40.291"
"80-84","MULLER","57.802"
"85->","HOME","48.949"
"85->","MULLER","94.875"
