Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.799"
"05-09","MULLER","47.711"
"10-14","HOME","61.572"
"10-14","MULLER","57.921"
"15-19","HOME","52.163"
"15-19","MULLER","49.666"
"20-24","HOME","52.799"
"20-24","MULLER","51.248"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.833"
"25-29","MULLER","52.824"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.759"
"30-34","MULLER","61.261"
"35-39","HOME","74.345"
"35-39","MULLER","77.123"
"40-44","HOME","99.730"
"40-44","MULLER","101.952"
"45-49","HOME","106.777"
"45-49","MULLER","109.754"
"50-54","HOME","99.203"
"50-54","MULLER","104.018"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.312"
"55-59","MULLER","90.481"
"60-64","HOME","88.804"
"60-64","MULLER","95.451"
"65-69","HOME","79.897"
"65-69","MULLER","87.938"
"70-74","HOME","73.880"
"70-74","MULLER","83.844"
"75-79","HOME","63.990"
"75-79","MULLER","78.822"
"80-84","HOME","42.657"
"80-84","MULLER","59.246"
"85->","HOME","54.802"
"85->","MULLER","104.243"
