Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","22.926"
"05-09","MULLER","21.310"
"10-14","HOME","58.598"
"10-14","MULLER","55.296"
"15-19","HOME","55.112"
"15-19","MULLER","52.865"
"20-24","HOME","51.444"
"20-24","MULLER","49.818"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.240"
"25-29","MULLER","52.356"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.872"
"30-34","MULLER","61.389"
"35-39","HOME","75.178"
"35-39","MULLER","78.004"
"40-44","HOME","96.020"
"40-44","MULLER","98.966"
"45-49","HOME","103.391"
"45-49","MULLER","106.719"
"50-54","HOME","98.831"
"50-54","MULLER","103.548"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.415"
"55-59","MULLER","98.974"
"60-64","HOME","88.503"
"60-64","MULLER","95.559"
"65-69","HOME","79.034"
"65-69","MULLER","87.194"
"70-74","HOME","71.701"
"70-74","MULLER","82.493"
"75-79","HOME","61.903"
"75-79","MULLER","77.380"
"80-84","HOME","40.180"
"80-84","MULLER","57.677"
"85->","HOME","48.807"
"85->","MULLER","94.616"
