Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","233"
"15-19","MULLER","363"
"20-24","HOME","1.536"
"20-24","MULLER","4.500"
"25-29","HOME","3.106"
"25-29","MULLER","9.307"
"30-34","HOME","3.963"
"30-34","MULLER","11.336"
"35-39","HOME","5.365"
"35-39","MULLER","13.615"
"40-44","HOME","8.162"
"40-44","MULLER","18.083"
"45-49","HOME","9.506"
"45-49","MULLER","19.569"
"50-54","HOME","14.217"
"50-54","MULLER","23.918"
"55-59","HOME","8.629"
"55-59","MULLER","17.516"
"60-64","HOME","48.809"
"60-64","MULLER","56.168"
"65-69","HOME","8.427"
"65-69","MULLER","8.519"
"70-74","HOME","58.736"
"70-74","MULLER","68.746"
"75-79","HOME","56.483"
"75-79","MULLER","70.692"
"80-84","HOME","37.980"
"80-84","MULLER","55.686"
"85->","HOME","42.777"
"85->","MULLER","82.738"
