Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","4"
"05-09","HOME","43.844"
"05-09","MULLER","40.889"
"10-14","HOME","60.362"
"10-14","MULLER","56.888"
"15-19","HOME","52.940"
"15-19","MULLER","50.773"
"20-24","HOME","52.228"
"20-24","MULLER","50.687"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.344"
"25-29","MULLER","52.404"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.489"
"30-34","MULLER","61.166"
"35-39","HOME","74.046"
"35-39","MULLER","76.890"
"40-44","HOME","99.445"
"40-44","MULLER","101.904"
"45-49","HOME","106.022"
"45-49","MULLER","109.206"
"50-54","HOME","99.191"
"50-54","MULLER","103.834"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.942"
"55-59","MULLER","99.479"
"60-64","HOME","88.796"
"60-64","MULLER","95.791"
"65-69","HOME","79.298"
"65-69","MULLER","87.455"
"70-74","HOME","71.819"
"70-74","MULLER","82.671"
"75-79","HOME","62.019"
"75-79","MULLER","77.507"
"80-84","HOME","40.239"
"80-84","MULLER","57.767"
"85->","HOME","48.889"
"85->","MULLER","94.796"
