Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","57"
"10-14","MULLER","66"
"15-19","HOME","536"
"15-19","MULLER","831"
"20-24","HOME","2.675"
"20-24","MULLER","6.617"
"25-29","HOME","4.389"
"25-29","MULLER","10.861"
"30-34","HOME","16.726"
"30-34","MULLER","23.268"
"35-39","HOME","65.770"
"35-39","MULLER","69.911"
"40-44","HOME","91.908"
"40-44","MULLER","96.279"
"45-49","HOME","98.000"
"45-49","MULLER","103.376"
"50-54","HOME","93.952"
"50-54","MULLER","100.345"
"55-59","HOME","86.896"
"55-59","MULLER","94.588"
"60-64","HOME","83.912"
"60-64","MULLER","91.131"
"65-69","HOME","76.722"
"65-69","MULLER","84.556"
"70-74","HOME","70.581"
"70-74","MULLER","82.240"
"75-79","HOME","59.565"
"75-79","MULLER","74.728"
"80-84","HOME","38.943"
"80-84","MULLER","57.149"
"85->","HOME","44.286"
"85->","MULLER","86.962"
