Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","93"
"10-14","MULLER","108"
"15-19","HOME","16.823"
"15-19","MULLER","20.543"
"20-24","HOME","39.100"
"20-24","MULLER","40.177"
"25-29","HOME","44.405"
"25-29","MULLER","46.423"
"30-34","HOME","52.977"
"30-34","MULLER","55.707"
"35-39","HOME","69.527"
"35-39","MULLER","73.217"
"40-44","HOME","96.123"
"40-44","MULLER","99.991"
"45-49","HOME","100.875"
"45-49","MULLER","105.428"
"50-54","HOME","95.820"
"50-54","MULLER","101.595"
"55-59","HOME","88.335"
"55-59","MULLER","95.437"
"60-64","DESCOÑECIDO","1"
"60-64","HOME","85.524"
"60-64","MULLER","92.758"
"65-69","HOME","77.553"
"65-69","MULLER","85.486"
"70-74","HOME","70.772"
"70-74","MULLER","82.459"
"75-79","HOME","59.709"
"75-79","MULLER","74.881"
"80-84","HOME","39.017"
"80-84","MULLER","57.239"
"85->","HOME","44.349"
"85->","MULLER","87.094"
