Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","2"
"10-14","HOME","33.782"
"10-14","MULLER","32.073"
"15-19","HOME","52.522"
"15-19","MULLER","50.743"
"20-24","HOME","48.453"
"20-24","MULLER","47.965"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","49.273"
"25-29","MULLER","50.454"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.127"
"30-34","MULLER","59.309"
"35-39","HOME","73.400"
"35-39","MULLER","76.798"
"40-44","HOME","98.506"
"40-44","MULLER","102.221"
"45-49","HOME","103.057"
"45-49","MULLER","107.097"
"50-54","HOME","97.165"
"50-54","MULLER","102.680"
"55-59","HOME","89.434"
"55-59","MULLER","96.247"
"60-64","HOME","86.583"
"60-64","MULLER","93.844"
"65-69","HOME","78.079"
"65-69","MULLER","86.116"
"70-74","HOME","70.965"
"70-74","MULLER","82.665"
"75-79","HOME","59.807"
"75-79","MULLER","75.015"
"80-84","HOME","39.065"
"80-84","MULLER","57.342"
"85->","HOME","44.403"
"85->","MULLER","87.215"
