Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","67"
"10-14","MULLER","81"
"15-19","HOME","594"
"15-19","MULLER","939"
"20-24","HOME","2.778"
"20-24","MULLER","6.833"
"25-29","HOME","5.378"
"25-29","MULLER","11.740"
"30-34","HOME","34.118"
"30-34","MULLER","38.868"
"35-39","HOME","66.513"
"35-39","MULLER","70.627"
"40-44","HOME","92.210"
"40-44","MULLER","96.536"
"45-49","HOME","98.145"
"45-49","MULLER","103.509"
"50-54","HOME","94.429"
"50-54","MULLER","100.720"
"55-59","HOME","87.291"
"55-59","MULLER","94.841"
"60-64","HOME","84.391"
"60-64","MULLER","91.638"
"65-69","HOME","76.938"
"65-69","MULLER","84.823"
"70-74","HOME","70.607"
"70-74","MULLER","82.275"
"75-79","HOME","59.583"
"75-79","MULLER","74.746"
"80-84","HOME","38.959"
"80-84","MULLER","57.164"
"85->","HOME","44.299"
"85->","MULLER","86.983"
